,Inflight wifi service,Gate location,Online boarding,Inflight entertainment,On-board service,Leg room service,Checkin service,Cleanliness,Type of Travel Ordinal,Class Ordinal,satisfaction Ordinal
623,3,3,5,4,4,4,5,3,1,1,1
624,4,4,4,1,2,4,1,1,1,2,0
625,1,1,4,4,3,4,3,4,1,1,1
626,3,3,1,4,4,4,2,1,1,1,1
627,1,1,5,4,4,4,3,3,1,1,1
628,1,1,4,4,4,4,5,3,1,1,1
630,1,1,5,5,4,4,5,5,1,1,1
632,4,4,5,4,4,4,3,4,1,1,1
633,3,2,4,4,5,3,5,4,0,2,0
634,1,3,3,4,4,4,3,3,1,1,0
635,4,4,4,4,4,4,3,2,1,1,0
637,4,3,4,3,2,5,5,3,1,1,1
638,4,4,4,5,4,3,4,5,0,0,0
639,2,3,2,2,2,2,2,2,1,2,0
640,1,1,1,1,4,2,2,1,1,2,0
641,4,4,4,4,4,4,3,3,1,1,1
642,3,3,5,5,5,4,4,5,1,1,1
643,5,2,5,1,1,2,3,1,0,2,1
644,3,1,3,3,2,2,3,3,1,2,0
645,4,3,4,3,3,4,4,2,0,2,0
646,2,4,1,4,2,4,2,2,0,2,0
647,2,4,3,3,3,4,5,5,0,2,0
648,3,4,3,2,5,3,5,2,0,2,0
650,5,5,5,5,1,3,4,5,1,1,1
651,5,3,5,2,4,3,4,2,1,2,1
652,3,3,5,3,3,3,4,3,1,1,1
653,2,2,5,4,4,4,4,3,1,1,1
654,2,1,2,5,4,3,4,5,0,2,0
655,4,4,4,4,4,4,5,5,1,1,1
656,4,4,4,2,5,3,5,2,1,1,1
657,2,4,2,4,2,5,1,4,0,2,0
658,4,3,4,3,2,5,4,3,1,2,1
659,5,1,4,5,1,1,4,5,1,0,1
660,2,2,2,4,1,3,3,4,0,2,0
661,1,4,2,1,3,1,3,1,1,0,0
663,2,2,2,4,4,3,1,4,0,0,0
664,5,3,5,2,5,5,4,2,1,1,1
665,5,3,4,5,5,4,4,4,0,1,1
666,4,4,4,4,4,4,3,3,1,1,1
667,1,3,4,2,2,1,1,4,0,2,0
668,3,3,5,2,2,2,3,4,1,1,1
669,2,3,3,2,2,2,4,3,1,1,0
670,4,2,4,4,2,3,1,4,1,2,0
671,2,4,3,2,2,2,1,3,1,1,0
672,2,2,4,4,4,4,5,5,1,1,1
673,2,5,2,2,4,2,4,2,1,2,0
674,4,4,1,4,4,4,2,2,1,1,0
675,4,4,4,5,5,5,4,5,1,1,1
676,3,3,4,5,4,3,3,5,0,2,0
677,4,2,3,4,5,2,5,4,1,1,1
678,3,1,3,4,3,4,4,4,1,1,0
679,3,5,3,5,2,4,1,5,0,2,0
680,3,3,4,5,5,5,3,3,1,1,1
681,5,1,2,5,5,5,1,4,1,2,1
682,1,1,4,5,5,5,5,3,1,1,1
683,4,4,5,5,5,5,4,4,1,1,1
684,2,3,2,2,1,2,1,2,1,2,0
685,1,5,1,1,2,1,1,1,1,1,0
686,4,1,4,2,4,5,4,2,1,1,1
687,2,4,3,5,3,5,2,5,0,2,0
688,5,3,5,1,4,5,5,1,1,1,1
689,4,3,3,1,4,1,2,1,1,2,0
690,4,1,4,4,3,3,2,4,1,2,1
691,3,3,2,4,3,5,4,4,0,2,0
692,2,2,4,5,5,5,5,5,1,1,1
693,3,2,3,2,3,3,3,2,0,2,0
694,4,3,3,4,5,1,2,4,0,0,0
695,4,3,4,5,3,3,3,5,1,2,0
696,1,1,5,5,3,3,1,5,1,1,1
697,1,4,1,1,1,4,2,1,1,2,0
698,1,1,1,2,3,2,3,2,0,0,0
699,4,4,4,4,4,5,3,4,1,1,1
700,3,4,3,3,4,5,4,3,1,2,0
701,2,3,1,4,4,5,4,4,1,1,0
702,1,1,1,4,1,4,4,4,1,1,0
703,2,3,2,3,3,4,2,2,0,2,0
704,2,1,2,2,1,3,4,2,1,0,0
705,3,3,5,4,3,2,4,4,1,1,1
706,3,3,3,3,4,5,4,3,0,2,0
707,1,1,5,5,5,5,4,4,1,1,1
708,5,3,5,4,5,4,3,4,0,2,1
709,2,2,4,5,2,5,1,5,1,1,1
710,1,3,2,3,3,3,4,1,1,1,0
711,3,4,4,2,2,3,3,5,0,2,0
712,1,3,1,1,4,1,1,1,1,1,0
714,2,4,2,2,2,1,4,2,0,2,0
715,2,2,5,4,4,4,5,5,1,1,1
716,3,3,3,1,3,2,1,1,1,2,0
718,4,4,4,5,3,2,4,5,0,0,0
719,1,5,4,2,2,1,3,1,1,2,0
720,4,4,4,4,4,4,4,4,1,1,1
721,2,1,1,2,2,2,3,1,1,0,0
722,4,2,4,4,3,2,4,4,1,2,1
723,4,3,4,2,2,4,4,2,0,2,0
724,1,1,1,4,4,2,2,4,1,2,0
725,2,3,1,1,3,3,3,1,1,2,0
726,1,1,4,2,2,1,3,3,0,2,0
727,2,4,2,3,3,4,2,3,1,0,0
728,3,3,4,5,5,5,3,2,1,1,1
729,3,1,3,4,4,3,4,4,0,1,0
730,3,1,3,3,2,3,2,3,1,0,0
731,1,1,5,5,4,5,5,5,1,1,1
732,3,2,3,3,5,2,3,3,0,2,0
733,1,4,4,5,5,1,1,2,0,2,0
734,2,1,2,2,5,2,4,2,0,2,0
735,3,5,3,4,5,3,4,4,0,2,0
736,3,3,2,2,3,3,2,2,1,1,1
737,3,4,3,3,4,1,4,3,1,1,0
738,3,3,3,3,3,4,4,3,1,2,1
739,1,3,3,1,1,1,4,3,1,1,0
743,5,5,4,5,5,5,3,3,1,1,1
744,3,2,3,1,4,3,3,1,1,2,0
745,1,3,1,1,3,2,4,1,0,2,0
746,3,3,3,1,3,5,2,1,0,2,0
747,5,5,5,4,4,4,3,5,1,1,1
748,1,1,4,5,5,5,3,5,1,1,1
749,3,3,5,5,5,5,4,4,1,1,1
750,2,3,2,2,1,1,2,2,1,2,0
751,3,1,3,3,1,4,2,3,1,2,1
752,4,4,4,5,2,3,4,4,1,1,1
753,4,3,3,4,4,4,1,2,1,1,0
755,5,5,5,4,4,4,3,3,1,1,1
756,4,2,4,4,1,4,2,4,1,0,1
757,4,3,4,4,3,3,3,4,0,0,0
758,2,5,4,2,2,2,2,4,1,1,0
759,3,3,5,5,5,5,5,4,1,1,1
760,4,2,4,5,4,5,1,5,1,2,1
761,3,3,4,4,4,3,3,5,0,2,0
762,3,5,3,3,3,3,4,1,1,1,0
764,1,3,1,5,5,3,5,5,0,0,0
765,3,3,4,4,1,5,3,4,1,2,0
767,2,2,5,4,4,4,3,4,1,1,1
768,3,3,2,1,3,2,3,1,0,2,0
769,2,3,3,2,2,2,2,1,1,1,0
770,3,3,3,4,1,4,4,4,1,2,0
771,2,3,2,2,2,2,3,2,1,0,1
772,2,2,2,3,4,2,4,3,0,2,0
773,4,4,4,4,5,4,2,4,1,2,1
774,3,4,3,3,4,1,4,3,1,2,0
775,4,4,4,5,5,5,3,4,1,1,1
776,3,3,4,5,5,5,5,3,1,1,1
777,4,4,4,5,5,5,3,5,1,1,1
778,1,3,4,3,3,3,2,3,1,1,0
779,2,3,2,1,4,3,2,2,1,1,0
780,2,4,2,1,4,3,4,4,1,2,0
781,5,3,5,5,5,2,4,5,1,1,1
782,2,2,4,5,5,5,3,4,1,1,1
783,1,3,3,5,5,1,3,1,0,2,0
784,2,2,3,2,2,2,3,3,1,1,1
785,2,1,3,2,2,2,4,2,1,1,0
786,3,4,4,2,3,3,2,2,0,2,0
787,1,1,1,4,5,5,4,4,1,1,0
788,2,1,1,5,1,4,4,5,1,2,0
789,2,4,2,2,5,4,3,2,0,2,0
790,4,4,4,5,5,5,3,4,1,1,1
791,2,4,2,2,3,1,4,2,1,2,0
792,2,4,2,4,1,1,2,2,1,2,0
793,3,4,3,4,4,5,3,4,0,2,0
794,3,4,4,3,3,3,4,4,1,1,0
795,5,4,5,5,4,1,4,5,1,2,1
796,5,1,5,5,1,4,3,5,1,2,1
797,2,2,2,1,3,1,1,1,0,2,0
798,2,1,3,2,2,2,4,4,1,2,0
799,1,1,5,5,5,5,5,5,1,1,1
800,1,5,1,1,2,1,5,1,0,2,0
801,5,5,4,4,4,3,3,4,1,1,1
802,2,2,4,5,5,5,4,3,1,1,1
804,2,4,1,3,4,4,5,3,1,1,0
805,4,5,4,4,4,4,1,4,1,0,1
806,3,4,3,2,2,3,1,2,0,2,0
807,3,3,5,4,4,4,3,3,1,1,1
808,5,1,5,5,5,5,2,5,1,2,1
811,5,2,5,5,2,5,3,5,1,2,1
812,2,3,2,2,1,1,3,2,0,1,0
813,5,1,4,5,5,5,1,4,1,2,1
814,3,3,5,4,4,5,5,4,1,1,1
815,3,5,5,4,4,5,5,5,0,2,0
816,4,4,4,5,5,2,3,5,1,1,1
817,3,3,5,5,4,3,4,5,1,1,1
818,4,4,4,4,3,4,3,4,1,1,0
820,3,1,3,2,1,3,3,2,0,2,0
821,3,4,2,3,3,3,4,2,1,1,0
822,4,4,4,3,3,3,4,3,1,2,0
823,2,2,5,4,4,4,4,4,1,1,1
824,2,4,2,2,2,1,1,2,1,0,0
825,4,4,4,3,3,4,5,5,1,1,1
826,2,5,2,1,3,4,4,1,0,2,0
828,2,1,2,3,4,2,5,3,0,2,0
829,3,4,3,4,3,4,5,4,1,2,0
830,5,1,5,5,5,2,4,5,1,0,1
831,1,1,4,5,5,5,2,1,1,1,1
832,1,3,1,3,4,5,4,3,0,2,0
833,3,3,2,4,4,4,4,1,1,1,1
834,1,3,1,5,4,4,3,5,1,1,0
836,3,3,3,5,5,5,5,5,1,1,1
837,2,1,2,1,1,2,2,3,0,2,0
838,1,3,1,3,3,5,3,3,1,1,0
839,3,3,4,3,3,3,4,5,1,1,1
840,2,4,2,5,4,2,4,5,0,0,0
842,1,1,1,5,5,5,4,5,1,1,1
843,4,4,5,5,5,5,5,5,1,1,1
844,2,3,2,3,4,5,1,3,0,2,0
845,3,5,3,5,2,1,5,5,0,2,0
846,2,2,2,1,3,2,3,1,0,2,0
847,2,5,2,4,3,2,5,4,1,1,0
848,3,2,2,1,1,1,4,1,0,2,0
849,1,1,4,3,3,2,4,3,1,1,1
850,3,3,2,4,4,3,3,4,0,2,0
851,3,3,3,2,5,3,3,2,0,2,0
852,3,3,2,2,3,5,5,2,0,2,0
853,4,4,3,4,4,4,4,1,1,2,1
854,4,4,5,5,5,4,3,5,1,1,1
855,5,5,5,5,5,5,4,5,1,2,1
856,3,2,3,1,4,5,5,1,0,2,0
857,1,1,5,5,5,5,4,5,1,1,1
858,3,5,4,5,5,4,4,3,1,1,0
860,5,5,5,5,1,2,1,5,1,2,1
861,3,3,3,3,1,1,2,3,1,1,1
862,1,4,3,4,4,5,3,3,0,2,0
863,2,3,2,3,4,5,4,3,0,2,0
864,1,3,1,4,4,5,5,4,0,2,0
866,1,4,1,4,5,2,2,4,0,2,0
867,3,2,4,3,3,1,4,3,0,2,0
868,4,5,3,4,3,5,1,4,1,2,0
869,1,1,5,4,4,4,3,4,1,1,1
870,1,1,1,1,1,2,4,1,1,0,0
871,2,4,2,2,3,3,4,2,0,2,0
872,3,5,2,3,3,3,4,3,1,1,0
873,1,1,4,5,5,5,5,5,1,1,1
874,1,4,2,2,2,1,3,3,0,2,0
875,1,1,5,2,2,2,5,3,1,1,1
876,5,5,4,4,2,2,5,4,1,1,1
877,5,5,4,4,4,4,5,4,1,1,1
879,2,2,5,5,5,5,5,4,1,1,1
880,1,1,1,1,4,1,4,1,1,2,0
881,2,2,3,1,1,2,3,1,0,2,0
882,3,4,3,3,2,4,1,3,0,2,0
883,3,5,3,3,3,3,4,1,1,1,0
884,3,3,3,1,1,4,2,1,0,2,0
885,3,4,3,2,5,3,5,2,0,2,0
886,2,3,2,3,4,3,4,3,0,2,0
887,1,1,4,3,3,1,4,3,0,2,0
889,5,1,5,4,4,2,3,4,1,1,1
890,4,4,5,5,5,5,5,3,1,1,1
891,4,4,4,4,1,3,2,4,0,2,0
892,2,2,2,2,5,4,2,2,1,2,1
893,4,2,4,4,4,3,5,4,1,2,1
894,2,2,5,4,4,4,4,5,1,1,1
895,2,4,3,3,1,4,2,2,1,2,0
896,3,1,3,3,1,2,2,3,1,1,0
897,4,4,1,4,4,4,3,4,1,1,1
898,2,3,4,3,3,2,4,5,0,2,0
899,1,1,1,4,1,2,3,4,0,2,0
900,3,3,4,4,4,4,4,3,1,1,1
901,1,1,1,4,2,3,2,2,1,1,0
902,4,2,3,4,4,4,1,2,1,0,0
903,3,2,4,4,4,3,3,4,0,0,0
904,1,1,4,1,1,1,3,4,1,1,0
905,2,2,3,3,4,5,5,3,0,2,0
906,1,1,1,4,2,4,2,4,1,2,0
907,5,4,5,5,3,2,3,5,1,2,1
908,3,4,3,3,4,2,2,3,0,2,0
909,4,3,4,4,4,5,1,4,1,1,0
910,2,2,2,5,5,5,5,5,1,1,1
911,2,2,4,4,4,4,3,3,1,1,1
912,5,5,5,5,5,1,3,5,1,2,1
913,5,5,5,5,5,5,3,5,1,1,1
914,1,1,1,3,5,2,4,3,0,2,0
915,5,1,2,5,5,5,3,2,1,2,1
916,2,1,2,3,3,3,1,4,1,1,0
917,4,3,4,3,3,3,4,3,0,2,0
918,1,5,1,1,1,1,3,1,1,0,0
919,3,4,4,5,1,5,1,5,0,2,0
920,2,3,4,2,2,2,4,3,1,2,0
921,1,2,1,3,4,3,5,3,0,2,0
922,3,3,3,4,4,1,1,4,0,2,0
923,4,5,4,4,3,1,3,4,1,2,1
925,5,1,5,4,4,5,4,4,1,1,1
926,3,4,3,2,2,3,3,2,0,2,0
927,1,1,4,4,4,4,3,3,1,1,1
928,2,2,5,2,2,2,5,4,1,1,1
929,2,4,3,2,2,2,1,3,1,1,0
931,2,4,2,1,1,3,4,1,0,2,0
932,4,5,4,4,3,4,2,4,1,1,0
933,4,1,3,5,5,5,4,5,1,2,1
934,3,2,3,2,5,1,2,2,1,2,0
935,5,1,5,4,3,2,3,4,0,2,1
936,2,3,2,3,4,2,5,3,0,2,0
937,2,4,2,1,3,4,5,1,0,2,0
938,1,2,3,1,1,1,3,4,1,2,0
939,4,4,4,4,4,4,4,3,1,1,1
941,3,1,4,3,3,3,4,2,1,1,0
942,2,1,2,2,2,1,3,2,1,0,0
944,4,3,3,3,3,4,3,2,0,2,0
945,2,3,2,4,4,4,3,4,0,2,0
946,2,3,2,4,3,4,4,4,0,2,0
947,3,4,3,1,3,3,3,1,0,2,0
948,1,3,1,5,2,4,4,5,0,2,0
949,2,5,3,2,3,2,2,2,1,2,0
950,2,1,2,2,2,3,3,2,1,2,0
951,2,4,2,1,3,4,1,1,0,2,0
952,2,3,5,3,3,3,3,3,0,2,0
953,1,1,4,4,3,2,3,4,1,1,1
954,5,5,4,5,5,5,5,3,1,1,1
955,3,2,3,4,4,3,5,2,0,2,0
956,5,3,4,5,5,3,2,5,1,2,1
957,3,4,3,3,5,3,2,3,1,1,0
958,5,5,4,5,5,5,5,5,1,1,1
959,1,3,1,2,4,4,3,2,0,2,0
960,3,3,3,3,3,2,3,3,1,2,0
961,1,3,1,4,4,2,1,1,1,1,0
962,4,4,5,5,5,4,5,4,0,2,0
963,2,2,2,5,3,3,4,5,0,2,0
964,5,2,3,5,5,5,4,2,1,0,1
965,3,3,3,1,4,4,4,1,0,2,0
966,3,3,3,3,4,2,1,3,0,0,0
967,4,2,4,4,2,4,4,4,1,2,0
968,1,3,2,2,2,5,2,2,1,2,0
969,2,2,4,1,1,1,3,2,1,1,0
971,4,4,5,5,5,5,3,4,1,1,1
972,1,1,1,3,4,2,5,3,0,2,0
973,4,4,5,5,5,2,4,5,1,1,1
974,1,3,1,3,2,3,3,3,0,0,0
975,4,4,1,3,3,5,2,5,1,1,1
976,5,5,3,5,5,5,4,3,1,1,1
977,4,4,4,5,5,5,3,1,1,1,1
980,3,2,3,1,2,3,3,1,0,1,0
981,5,4,5,5,5,5,1,4,1,2,1
982,2,4,2,2,3,1,2,2,0,1,0
983,3,3,4,4,3,5,3,4,1,1,1
984,4,4,5,5,4,1,5,5,1,1,1
985,1,4,1,1,3,4,3,1,0,1,0
986,2,3,2,4,4,4,3,4,1,2,0
987,3,3,3,3,2,4,2,3,1,0,0
988,3,2,3,3,5,2,2,3,1,0,0
989,2,2,4,4,2,3,1,4,1,1,1
990,4,2,4,4,3,2,4,4,1,0,1
991,2,2,4,4,4,4,5,3,1,1,1
992,2,4,2,3,3,2,4,3,0,2,0
993,3,3,5,4,4,4,4,4,1,1,1
994,2,2,4,3,5,4,4,4,1,1,1
995,2,2,4,4,5,2,2,4,1,1,1
996,1,4,2,5,5,3,3,5,0,2,0
997,2,4,3,5,3,3,1,5,0,2,0
998,2,3,5,1,1,2,5,5,1,0,1
999,5,5,3,5,5,4,4,4,1,1,1
1000,2,1,2,1,4,5,5,1,1,1,0
1001,2,3,1,1,1,3,3,4,0,2,0
1002,4,4,5,5,1,2,5,5,1,1,1
1003,1,3,1,3,4,1,5,3,0,2,0
1004,5,5,5,3,3,4,3,5,1,1,1
1005,4,4,4,4,4,4,4,4,1,1,1
1006,1,2,1,3,4,4,4,3,1,2,0
1007,4,4,4,4,2,1,2,4,1,0,0
1008,3,5,1,3,3,3,5,5,1,2,1
1009,2,4,2,3,2,5,1,3,0,2,0
1011,2,2,3,4,4,4,2,1,1,1,1
1012,3,3,2,1,1,3,2,3,0,1,0
1013,1,2,1,1,1,4,5,1,1,2,0
1014,4,3,1,4,3,3,1,1,0,1,0
1015,3,4,3,5,5,2,4,5,0,2,0
1016,2,2,2,2,5,4,5,2,1,1,1
1017,2,1,3,2,2,2,4,3,1,2,0
1018,3,4,3,4,4,4,1,4,1,2,0
1019,3,3,3,4,4,4,5,2,1,1,1
1020,4,1,4,4,2,3,4,4,1,2,1
1021,3,3,5,5,5,5,3,5,1,1,1
1022,5,5,4,5,5,5,3,3,1,1,1
1023,4,4,4,5,3,2,4,5,1,1,1
1024,4,4,2,4,4,4,4,5,1,2,1
1025,1,1,3,4,4,4,3,4,1,1,1
1026,3,5,3,3,3,3,1,3,1,2,0
1027,5,5,5,3,3,3,5,3,1,1,1
1028,4,5,4,5,2,4,1,5,1,2,1
1029,2,4,2,1,4,2,4,1,0,2,0
1032,1,1,1,4,5,4,3,4,0,2,0
1033,2,2,2,4,2,1,1,4,0,0,0
1034,4,4,4,4,4,3,1,4,1,1,1
1035,1,4,1,1,1,1,3,2,1,1,0
1036,4,1,4,5,3,4,5,5,0,2,0
1037,3,2,3,3,4,2,4,3,0,2,0
1038,3,3,3,3,5,4,4,3,0,0,0
1039,2,4,2,3,3,2,1,3,0,1,0
1040,2,4,2,2,3,1,2,2,1,2,0
1041,1,4,1,2,2,4,2,2,1,2,0
1042,1,2,4,2,2,1,4,3,0,2,0
1043,4,1,4,3,3,5,5,3,0,0,0
1044,1,3,1,1,3,2,4,1,1,1,0
1045,2,4,3,1,1,1,2,3,0,0,0
1046,2,2,4,4,4,4,4,4,1,1,1
1047,5,5,5,5,4,1,3,5,1,2,1
1048,1,4,1,1,2,5,4,1,1,2,0
1049,2,1,4,2,2,2,1,2,1,1,0
1050,2,2,5,4,4,3,4,3,1,1,1
1051,2,1,2,2,2,2,2,3,1,1,0
1052,4,4,5,4,4,4,4,5,1,2,1
1053,5,5,4,3,3,3,5,4,1,1,1
1054,4,4,4,2,1,5,3,2,0,2,0
1055,3,2,3,3,4,1,4,3,1,2,0
1056,2,3,3,2,2,2,4,4,1,1,0
1057,1,1,2,3,4,5,5,3,0,1,0
1058,1,3,1,4,2,3,4,4,0,2,0
1059,1,1,5,4,4,4,5,4,1,1,1
1060,3,2,3,5,4,4,5,5,0,2,0
1061,1,1,5,5,5,5,4,3,1,1,1
1062,1,1,4,4,4,5,4,4,1,1,1
1063,3,3,3,5,3,2,3,5,1,2,0
1064,2,3,3,2,2,2,4,3,1,2,0
1065,1,1,1,1,1,2,1,1,1,1,0
1067,3,3,5,5,3,3,4,5,1,1,1
1068,5,5,3,5,5,5,5,3,1,1,1
1069,4,4,5,4,4,4,3,5,1,1,1
1070,3,4,3,3,2,1,1,3,1,2,0
1071,4,4,4,4,4,4,3,5,1,1,1
1072,2,2,4,4,4,4,3,4,1,1,1
1074,2,3,3,4,2,4,4,4,0,2,0
1075,3,3,3,4,4,3,1,4,1,2,0
1076,3,4,3,2,5,4,4,4,0,2,0
1078,3,5,4,3,3,3,4,2,1,0,0
1079,1,1,5,5,4,3,3,5,1,1,1
1080,3,3,3,1,4,5,3,1,0,2,0
1081,3,5,4,1,3,3,3,1,1,1,0
1082,4,2,4,5,5,2,4,5,0,2,1
1084,2,3,4,2,2,2,3,5,0,2,0
1085,2,4,2,3,3,3,2,3,0,2,0
1086,1,3,2,3,2,2,2,3,0,0,0
1087,4,2,4,4,1,5,4,4,1,2,1
1088,3,3,3,2,2,2,3,2,1,1,0
1089,2,2,1,5,5,5,2,5,1,1,1
1090,4,4,4,4,4,4,5,3,1,1,1
1091,3,1,4,4,4,2,3,5,0,0,0
1092,2,2,4,4,1,5,4,4,1,1,1
1093,4,4,4,4,4,4,1,3,1,1,1
1094,4,3,4,3,3,3,3,3,0,2,1
1095,4,3,4,3,2,2,4,3,1,2,0
1096,4,3,4,4,3,5,4,4,0,2,0
1097,1,1,4,4,5,2,4,4,1,1,1
1098,5,5,3,5,5,4,3,5,1,1,1
1099,5,5,5,5,5,5,3,3,1,1,1
1100,1,1,1,3,3,2,3,3,1,1,0
1101,1,1,5,4,4,4,5,4,1,1,1
1102,3,4,3,3,3,4,5,3,0,2,0
1103,5,4,5,5,4,4,4,5,1,2,1
1104,4,3,3,4,4,4,2,4,1,1,0
1105,4,3,4,1,4,3,5,1,0,1,0
1107,4,4,5,5,5,5,5,5,1,1,1
1108,3,3,3,2,3,3,4,2,0,2,0
1109,4,4,4,3,1,1,1,3,0,2,0
1110,1,1,5,3,3,3,4,3,1,1,1
1111,1,3,1,3,4,2,4,3,0,2,0
1112,3,3,5,4,2,4,5,5,1,1,1
1113,5,4,5,2,3,2,3,2,1,1,1
1114,2,1,4,2,2,2,3,4,1,1,0
1116,3,1,3,3,3,3,1,1,1,1,0
1117,3,4,3,3,3,5,4,3,1,1,0
1118,4,4,5,4,4,5,5,5,1,1,1
1119,1,1,5,3,5,1,3,3,1,1,1
1120,2,2,3,2,2,2,1,2,1,1,0
1121,3,3,5,4,4,4,3,5,1,1,1
1122,3,2,3,5,3,3,4,5,1,1,0
1123,5,5,5,4,3,4,3,4,1,2,1
1125,4,3,4,3,3,4,4,3,0,2,1
1126,2,1,5,3,3,2,3,3,0,2,0
1127,4,2,3,4,4,4,3,4,1,1,0
1128,4,4,5,5,5,5,5,4,1,1,1
1129,2,1,2,3,1,2,3,3,1,1,0
1131,2,2,5,5,5,1,3,5,1,1,1
1132,4,4,5,5,5,5,3,3,1,1,1
1133,2,4,2,3,5,4,5,3,0,2,0
1134,5,5,4,3,3,3,5,3,1,1,1
1135,3,2,4,3,3,3,4,2,1,1,0
1136,3,4,5,1,1,3,3,3,0,0,0
1137,1,3,1,1,2,5,2,1,0,2,0
1138,4,3,4,5,3,3,3,5,0,2,0
1139,1,1,2,5,5,5,1,2,1,1,1
1140,2,2,5,5,5,2,3,4,0,2,0
1141,2,1,3,3,3,3,1,2,1,1,0
1142,4,4,5,5,5,5,5,5,1,1,1
1144,1,3,1,1,2,3,4,1,1,1,0
1145,4,4,4,3,3,4,4,3,1,1,1
1146,4,3,3,1,2,5,2,1,0,2,0
1147,3,3,4,4,1,5,4,4,1,1,1
1148,2,2,5,4,4,4,5,4,1,1,1
1149,3,3,5,3,3,3,3,4,1,1,1
1150,1,1,5,4,4,4,4,4,1,1,1
1151,3,1,3,3,5,4,5,3,0,2,0
1152,3,3,5,4,4,4,5,4,1,1,1
1153,2,2,4,1,1,2,4,5,0,2,0
1154,2,2,4,4,4,3,4,4,1,1,1
1155,2,3,3,2,2,2,1,3,1,2,0
1156,2,2,2,2,3,3,2,2,1,2,0
1157,3,3,3,1,1,1,3,1,0,2,0
1158,2,3,2,4,5,4,4,4,1,2,0
1159,2,4,2,5,3,5,4,5,1,2,0
1160,2,2,1,4,4,4,3,2,1,1,1
1161,4,2,4,2,2,4,3,4,0,2,0
1162,2,2,2,3,3,4,5,2,1,1,1
1163,5,5,3,5,5,5,3,1,1,1,1
1164,5,2,5,4,4,4,5,4,1,1,1
1165,1,1,5,4,4,4,5,5,1,1,1
1166,3,3,3,4,5,3,3,4,0,0,0
1167,2,2,4,4,5,2,3,4,1,1,1
1168,3,3,3,1,4,3,3,3,1,1,0
1169,1,1,5,5,4,1,2,5,1,1,1
1170,1,1,1,4,5,2,2,4,1,2,0
1171,2,4,2,2,5,5,2,2,1,2,0
1172,4,4,4,2,2,4,2,4,0,2,0
1173,3,2,1,3,3,3,4,4,1,2,1
1175,3,2,3,3,3,4,1,3,1,1,0
1176,5,2,5,5,4,2,2,5,1,2,1
1177,2,3,2,5,2,4,3,5,0,2,0
1178,1,3,1,3,5,2,5,3,0,2,0
1180,4,2,2,4,4,3,1,2,1,1,0
1181,3,1,3,3,4,2,1,3,1,0,0
1182,4,4,4,2,4,4,4,4,0,2,1
1183,2,2,4,1,1,2,4,3,0,2,0
1184,4,3,4,2,2,4,4,5,0,2,0
1186,4,4,4,5,5,5,5,4,1,1,1
1187,3,1,3,3,3,3,2,3,1,1,0
1188,4,2,4,5,4,1,1,5,1,2,1
1189,4,3,4,2,2,4,3,5,0,2,0
1190,4,3,4,4,2,1,2,4,1,2,1
1191,1,2,2,1,4,2,3,1,0,2,0
1192,5,2,1,3,4,1,1,1,0,1,1
1193,3,3,5,5,5,5,4,4,1,1,1
1194,4,1,4,3,3,4,2,2,1,2,1
1195,2,3,2,5,4,5,5,5,0,2,0
1196,4,4,5,5,4,2,5,5,1,1,1
1197,4,4,4,5,5,5,3,5,1,1,1
1198,3,4,2,3,2,2,1,3,1,1,0
1199,5,5,3,4,4,4,1,1,1,1,1
1200,2,4,2,2,2,1,5,2,1,2,0
1201,4,4,4,5,4,3,3,5,0,2,0
1202,2,1,2,3,5,5,5,3,0,2,0
1203,4,4,4,4,3,1,4,4,1,2,1
1204,1,2,1,2,3,3,3,2,1,2,0
1207,2,1,2,1,3,5,4,1,1,1,0
1208,4,4,4,5,5,5,3,5,1,1,1
1209,1,1,5,5,2,3,5,5,1,1,1
1210,4,3,4,1,1,4,5,1,1,2,0
1211,4,4,4,4,4,3,2,4,1,0,1
1212,5,1,5,4,5,5,5,4,1,2,1
1213,4,4,4,4,4,4,3,3,1,1,1
1214,3,2,3,3,5,2,1,3,0,2,0
1215,5,5,4,5,5,5,4,5,1,1,1
1216,2,3,2,5,4,5,4,5,0,2,0
1217,3,4,3,4,2,3,1,4,0,2,0
1218,3,4,1,5,4,5,1,1,0,2,0
1219,5,5,2,5,2,5,2,2,1,1,1
1221,2,3,2,5,2,5,5,5,0,2,0
1222,3,3,3,2,3,1,1,2,0,2,0
1223,3,3,4,5,3,5,4,4,1,1,1
1224,2,3,2,5,4,5,3,5,1,0,0
1225,2,2,2,2,2,5,1,2,1,0,0
1226,2,5,2,2,2,2,2,3,1,1,0
1227,1,1,5,5,5,5,3,4,1,1,1
1228,3,3,5,3,2,1,3,3,1,1,1
1229,1,3,1,5,3,1,2,5,1,2,0
1230,2,1,5,3,3,2,3,4,0,0,0
1231,4,4,4,2,3,3,5,2,0,2,0
1232,3,2,3,1,1,3,4,3,0,0,0
1233,2,3,2,4,4,1,2,4,0,2,0
1234,3,4,3,3,4,5,5,3,0,2,0
1235,3,3,3,4,4,2,1,4,0,2,0
1236,1,1,5,5,5,5,3,5,1,1,1
1237,4,2,5,1,1,4,2,3,0,2,1
1238,2,2,5,4,4,4,5,3,1,1,1
1239,2,5,2,1,5,4,5,1,0,2,0
1240,4,1,4,2,3,5,4,2,1,1,0
1241,4,4,4,5,1,1,2,5,0,2,0
